system:index,AREA_KM2,CD_MUN,NM_MUN,SIGLA_UF,mapbiomas_deforestation_2021,mapbiomas_deforestation_2022,.geo
00000000000000000889,159.95,3113107,Caranaíba,MG,11.545760931396487,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088a,487.28,3113206,Carandaí,MG,40.29809659859447,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088b,353.404,3113305,Carangola,MG,35.35340571676819,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088c,1258.479,3113404,Caratinga,MG,169.99213593893606,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088d,1456.095,3113503,Carbonita,MG,815.421613214029,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088e,3202.984,3113701,Carlos Chagas,MG,110.86109704314589,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000088f,259.103,3113800,Carmésia,MG,50.153815085544956,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000890,455.808,3114204,Carmo do Cajuru,MG,16.229247488175933,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000891,400.01,3114501,Carmópolis de Minas,MG,8.43342745698817,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000892,727.894,3114600,Carrancas,MG,111.23253671951582,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000893,282.254,3114808,Carvalhos,MG,3.5709196960449208,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000894,157.727,3114907,Casa Grande,MG,7.531433221435549,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000895,273.014,3115201,Conceição da Barra de Minas,MG,32.90315610160078,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000896,491.767,3115300,Cataguases,MG,10.705683744255516,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000897,240.042,3115359,Catas Altas,MG,32.689380078316496,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000898,141.622,3115409,Catas Altas da Noruega,MG,42.40623643145394,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000899,419.38,3115458,Catuji,MG,85.814026167447,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089a,287.812,3115474,Catuti,MG,24.42009095458983,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089b,100.483,3115508,Caxambu,MG,0.33214426879882814,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089c,204.328,3115706,Central de Minas,MG,5.508727691650392,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089d,152.807,3115904,Chácara,MG,0.8319889465332031,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089e,212.674,3116001,Chalé,MG,10.264193634033209,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089f,830.833,3116100,Chapada do Norte,MG,1125.785137828205,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a0,252.852,3116209,Chiador,MG,7.061428985595705,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a1,153.479,3116308,Cipotânea,MG,8.728427622931989,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a2,720.424,3116506,Claro dos Poções,MG,125.85485255641564,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a3,630.706,3116605,Cláudio,MG,24.705762469482416,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a4,106.875,3116704,Coimbra,MG,0.5858540588378905,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a5,348.492,3116803,Coluna,MG,102.09431931542497,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a6,654.961,3117009,Comercinho,MG,92.34620619279445,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a7,253.935,3117405,Conceição de Ipanema,MG,10.052481371256508,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a8,1720.04,3117504,Conceição do Mato Dentro,MG,239.20736078124983,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a9,250.306,3117603,Conceição do Pará,MG,22.282239594176065,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008aa,369.681,3117702,Conceição do Rio Verde,MG,7.230190551757813,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ab,1610.47,3117836,Cônego Marinho,MG,708.9955555259079,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ac,42.355,3117876,Confins,MG,1.3491505737304685,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ad,304.067,3118007,Congonhas,MG,21.620184206327533,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ae,405.671,3118106,Congonhas do Norte,MG,35.71791454367243,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008af,370.246,3118304,Conselheiro Lafaiete,MG,14.686285755136524,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b0,1483.883,3118403,Conselheiro Pena,MG,44.61212907339059,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b1,194.746,3118601,Contagem,MG,3.2838942382812495,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b2,2225.216,3118809,Coração de Jesus,MG,1111.269092796949,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b3,823.654,3118908,Cordisburgo,MG,14.731818592864391,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b4,2525.397,3119104,Corinto,MG,161.14596195152134,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b5,576.274,3119203,Coroaci,MG,140.27893111529158,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b6,221.252,3119401,Coronel Fabriciano,MG,39.53579642238244,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b7,815.413,3119500,Coronel Murta,MG,212.67505140299477,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b8,131.511,3119609,Coronel Pacheco,MG,4.995476208496092,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008b9,140.954,3119708,Coronel Xavier Chaves,MG,3.7550921693330648,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ba,205.385,3120003,Córrego Novo,MG,48.82764260244329,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bb,485.654,3120102,Couto de Magalhães de Minas,MG,123.70975444458075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bc,966.202,3120151,Crisólita,MG,81.26170603312178,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bd,840.702,3120300,Cristália,MG,131.68688057516638,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008be,132.872,3120409,Cristiano Otoni,MG,1.1717148010253906,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008bf,167.164,3120607,Crucilândia,MG,6.798430615234377,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c0,522.419,3120805,Cruzília,MG,36.888279263126094,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c1,226.75,3120839,Cuparaque,MG,5.50213096923828,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c2,570.95,3120870,Curral de Dentro,MG,231.00654279531318,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c3,3296.2,3120904,Curvelo,MG,17.4576790348786,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c4,310.099,3121001,Datas,MG,30.970950803725263,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c5,213.168,3121308,Descoberto,MG,5.500563403320313,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c6,377.165,3121407,Desterro de Entre Rios,MG,9.805407916259766,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c7,142.279,3121506,Desterro do Melo,MG,5.011424407958982,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c8,3891.659,3121605,Diamantina,MG,449.8975896561925,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008c9,165.091,3121704,Diogo de Vasconcelos,MG,19.725114684292656,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ca,339.375,3121803,Dionísio,MG,111.37646552370552,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cb,116.97,3121902,Divinésia,MG,1.134274399988511,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cc,337.776,3122009,Divino,MG,24.18120181260052,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cd,342.249,3122108,Divino das Laranjeiras,MG,1.1024275634765623,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ce,133.12,3122207,Divinolândia de Minas,MG,33.652200513461246,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008cf,117.802,3122355,Divisa Alegre,MG,108.86288861663262,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d0,572.926,3122454,Divisópolis,MG,324.9733447373335,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d1,59.52,3122504,Dom Cavati,MG,1.2667995971679686,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d2,398.793,3122603,Dom Joaquim,MG,106.32806877214026,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d3,194.972,3122702,Dom Silvério,MG,9.332417449951167,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d4,70.231,3122900,Dona Euzébia,MG,2.585596392822266,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d5,124.842,3123007,Dores de Campos,MG,7.352012872314454,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d6,382.124,3123106,Dores de Guanhães,MG,75.4520119046559,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d7,231.169,3123304,Dores do Turvo,MG,2.8422270385742188,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d8,217.461,3123528,Durandé,MG,21.01322635498046,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d9,187.058,3123700,Engenheiro Caldas,MG,13.282800058689485,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008da,608.306,3123809,Engenheiro Navarro,MG,37.444692437073954,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008db,85.39,3123858,Entre Folhas,MG,10.826087512661799,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008dc,456.796,3123908,Entre Rios de Minas,MG,23.29671692176968,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008dd,357.489,3124005,Ervália,MG,18.02849046130612,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008de,909.727,3124104,Esmeraldas,MG,17.105924859619144,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008df,317.638,3124203,Espera Feliz,MG,49.18551547212484,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e0,1868.97,3124302,Espinosa,MG,18.764139367484297,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e1,131.365,3124609,Estrela Dalva,MG,3.4954872619628903,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e2,309.395,3124906,Eugenópolis,MG,29.76756158947517,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e3,103.834,3125002,Ewbank da Câmara,MG,11.146349266764325,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e4,165.224,3125309,Faria Lemos,MG,19.256913306262454,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e5,357.622,3125408,Felício dos Santos,MG,86.29823031989586,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e6,314.458,3125507,São Gonçalo do Rio Preto,MG,3.6601851684570303,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e7,596.215,3125606,Felisburgo,MG,74.76575898662495,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e8,151.875,3125804,Fernandes Tourinho,MG,1.8609445312499997,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e9,1088.791,3125903,Ferros,MG,283.2658756861074,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ea,357.683,3125952,Fervedouro,MG,29.113819380576942,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008eb,194.242,3126000,Florestal,MG,1.8525921936035155,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ec,198.709,3126406,Fortuna de Minas,MG,1.2653435363769532,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ed,461.481,3126505,Francisco Badaró,MG,100.44326650261365,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ee,1576.128,3126604,Francisco Dumont,MG,380.64586088804924,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ef,2747.295,3126703,Francisco Sá,MG,231.39800165027108,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f0,717.087,3126752,Franciscópolis,MG,63.567194744561895,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f1,626.672,3126802,Frei Gaspar,MG,52.6546384440104,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f2,469.557,3126901,Frei Inocêncio,MG,7.7228204772949205,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f3,167.474,3126950,Frei Lagonegro,MG,50.23184055757409,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f4,320.757,3127057,Fronteira dos Vales,MG,98.73532446786942,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f5,762.837,3127073,Fruta de Leite,MG,75.42454149447573,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f6,199.797,3127206,Funilândia,MG,4.899566247558596,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f7,720.303,3127305,Galiléia,MG,7.5974772842467075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f8,1733.203,3127339,Gameleiras,MG,101.9734665674546,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f9,145.861,3127354,Glaucilândia,MG,14.214470886230467,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fa,112.443,3127370,Goiabeira,MG,0.6771612854003906,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fb,152.039,3127388,Goianá,MG,4.089029250129251,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fc,209.348,3127503,Gonzaga,MG,95.46147416834187,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fd,866.601,3127602,Gouveia,MG,71.07051309713924,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fe,2342.376,3127701,Governador Valadares,MG,136.88231268200434,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ff,3885.294,3127800,Grão Mogol,MG,608.9707173127547,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000900,1075.124,3128006,Guanhães,MG,230.03213724609404,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000901,348.596,3128204,Guaraciaba,MG,17.86348334343403,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000902,390.263,3128253,Guaraciama,MG,103.40224818143952,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000903,264.194,3128402,Guarani,MG,16.105806317401942,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000904,88.655,3128501,Guarará,MG,3.327216229248047,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000905,158.375,3128808,Guidoval,MG,2.5055410705566405,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000906,293.578,3129004,Guiricema,MG,4.180332122802734,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000907,340.994,3129301,Iapu,MG,20.778600362524898,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000908,346.24,3129400,Ibertioga,MG,25.68169739360735,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000909,353.257,3129657,Ibiracatu,MG,51.57853616471834,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090a,72.395,3129806,Ibirité,MG,7.486816656494138,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090b,153.106,3130002,Ibituruna,MG,4.092177557373047,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090c,625.664,3130051,Icaraí de Minas,MG,384.463933041873,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090d,110.942,3130101,Igarapé,MG,9.838578814697271,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090e,218.343,3130200,Igaratinga,MG,9.819835915264054,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090f,105.246,3130408,Ijaci,MG,4.174362158203127,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000910,196.735,3130556,Imbé de Minas,MG,13.710126374870748,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000911,1004.149,3130655,Indaiabira,MG,633.7867464008885,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000912,305.591,3130804,Ingaí,MG,32.951469569283255,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000913,858.024,3130903,Inhapim,MG,85.85862797095211,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000914,244.996,3131000,Inhaúma,MG,1.518945068359375,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000915,527.06,3131109,Inimutaba,MG,3.730694329833984,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000916,113.246,3131158,Ipaba,MG,22.71010167123832,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000917,456.641,3131208,Ipanema,MG,14.123696020244523,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000918,164.884,3131307,Ipatinga,MG,33.03945157307944,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000919,1253.704,3131703,Itabira,MG,178.7521531121945,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091a,209.034,3131802,Itabirinha,MG,3.4054932890529255,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091b,544.027,3131901,Itabirito,MG,38.67514517635567,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091c,1788.445,3132008,Itacambira,MG,152.23530021876914,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091d,1225.273,3132107,Itacarambi,MG,17.110158465576177,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091e,410.468,3132206,Itaguara,MG,41.63361519775388,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091f,480.829,3132305,Itaipé,MG,192.81025884490367,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000920,2735.573,3132503,Itamarandiba,MG,859.1718258763937,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000921,94.568,3132602,Itamarati de Minas,MG,4.001827197265627,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000922,1419.209,3132701,Itambacuri,MG,105.01489894370886,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000923,380.34,3132800,Itambé do Mato Dentro,MG,73.18473922944901,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000924,431.792,3133006,Itamonte,MG,13.040780323845363,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000925,143.363,3133105,Itanhandu,MG,2.657654211066751,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000926,488.843,3133204,Itanhomi,MG,18.266312823486324,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000927,679.024,3133303,Itaobim,MG,59.82083662470797,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
